image_path,true_id,true_label,pred_id,pred_label,confidence,correct,prob_sunny,prob_cloudy,prob_rainy,prob_snowy
data/data/cloudy/1678727.jpg,1,cloudy,2,rainy,0.9866750240325928,0,0.0017469606827944,0.0041575129143893,0.9866750240325928,0.0074204932898283
data/data/cloudy/27846366.jpg,1,cloudy,2,rainy,0.982524037361145,0,0.0018562551122158,0.0061708902940154,0.982524037361145,0.0094488710165023
data/data/snowy/1182.jpg,3,snowy,2,rainy,0.9812932014465332,0,0.0034647169522941,0.0035387016832828,0.9812932014465332,0.0117033403366804
data/data/cloudy/6571616.jpg,1,cloudy,3,snowy,0.9804808497428894,0,0.0031560552306473,0.0085354801267385,0.0078277019783854,0.9804808497428894
data/data/cloudy/4265213.jpg,1,cloudy,3,snowy,0.9802119731903076,0,0.0050142826512455,0.0030951760709285,0.0116785652935504,0.9802119731903076
data/data/rainy/248512374.jpg,2,rainy,3,snowy,0.9734193086624146,0,0.0013628703309223,0.0015780739486217,0.0236397869884967,0.9734193086624146
data/data/snowy/1012.jpg,3,snowy,2,rainy,0.9695838689804076,0,0.0052673760801553,0.0034763147123157,0.9695838689804076,0.0216724183410406
data/data/cloudy/c1023.jpg,1,cloudy,3,snowy,0.9650983810424804,0,0.0037631450686603,0.0162698291242122,0.0148686375468969,0.9650983810424804
data/data/snowy/2169502473.jpg,3,snowy,2,rainy,0.9635757803916932,0,0.0078645758330821,0.0074220979586243,0.9635757803916932,0.021137598901987
data/data/snowy/2179349630.jpg,3,snowy,2,rainy,0.9617013335227966,0,0.0051784189417958,0.010201864875853,0.9617013335227966,0.0229184217751026
data/data/cloudy/23533321.jpg,1,cloudy,2,rainy,0.9615206718444824,0,0.009365614503622,0.0144290216267108,0.9615206718444824,0.0146847516298294
data/data/snowy/0839.jpg,3,snowy,2,rainy,0.9567909836769104,0,0.0043558194302022,0.0043974677100777,0.9567909836769104,0.0344557389616966
data/data/snowy/2247380627.jpg,3,snowy,2,rainy,0.9551426768302916,0,0.0122486688196659,0.0097289169207215,0.9551426768302916,0.0228797774761915
data/data/cloudy/15064212.jpg,1,cloudy,2,rainy,0.95164954662323,0,0.0054685892537236,0.0202731229364871,0.95164954662323,0.0226087663322687
data/data/rainy/2246706409.jpg,2,rainy,3,snowy,0.9484738111495972,0,0.0037393390666693,0.003130227793008,0.0446566827595233,0.9484738111495972
data/data/snowy/2189801348.jpg,3,snowy,2,rainy,0.9451617002487184,0,0.0038005895912647,0.0190950650721788,0.9451617002487184,0.0319426134228706
data/data/rainy/637585827.jpg,2,rainy,3,snowy,0.9428400993347168,0,0.0264958757907152,0.0009177043684758,0.0297462940216064,0.9428400993347168
data/data/snowy/2221576368.jpg,3,snowy,2,rainy,0.9379913210868835,0,0.0084011489525437,0.0058597289025783,0.9379913210868835,0.0477478019893169
data/data/snowy/2386861377.jpg,3,snowy,2,rainy,0.933951497077942,0,0.0033419071696698,0.0019881348125636,0.933951497077942,0.060718435794115
data/data/snowy/1279.jpg,3,snowy,2,rainy,0.9308592081069946,0,0.0022888523526489,0.0064690150320529,0.9308592081069946,0.0603828988969326
data/data/rainy/409692614.jpg,2,rainy,3,snowy,0.9306762218475342,0,0.0009892378002405,0.0011225845664739,0.0672119706869125,0.9306762218475342
data/data/cloudy/27846705.jpg,1,cloudy,2,rainy,0.9306374192237854,0,0.00478759361431,0.0341194495558738,0.9306374192237854,0.0304555408656597
data/data/rainy/2220486929.jpg,2,rainy,3,snowy,0.9300639629364014,0,0.0023730783723294,0.004040693398565,0.0635223090648651,0.9300639629364014
data/data/sunny/3908004.jpg,0,sunny,1,cloudy,0.9288556575775146,0,0.0124066611751914,0.9288556575775146,0.0324697270989418,0.0262679047882556
data/data/rainy/1240841923.jpg,2,rainy,3,snowy,0.9248915314674376,0,0.0035745552740991,0.0021593349520117,0.0693745166063308,0.9248915314674376
data/data/sunny/27654892.jpg,0,sunny,1,cloudy,0.9242110252380372,0,0.0155753791332244,0.9242110252380372,0.0296532418578863,0.0305603183805942
data/data/cloudy/c4896.jpg,1,cloudy,0,sunny,0.9240111708641052,0,0.9240111708641052,0.0236467458307743,0.0249654985964298,0.0273765586316585
data/data/sunny/s3857.jpg,0,sunny,1,cloudy,0.9228100776672364,0,0.0243908930569887,0.9228100776672364,0.0228536538779735,0.029945446178317
data/data/sunny/s3678.jpg,0,sunny,1,cloudy,0.9222091436386108,0,0.0176054574549198,0.9222091436386108,0.0281474739313125,0.032037928700447
data/data/cloudy/cloudy day-89.jpeg,1,cloudy,3,snowy,0.919794261455536,0,0.0038033826276659,0.0606064982712268,0.0157958380877971,0.919794261455536
data/data/rainy/rainy day-34.jpeg,2,rainy,3,snowy,0.915618062019348,0,0.0084214936941862,0.0249216463416814,0.0510388016700744,0.915618062019348
data/data/cloudy/3908044.jpg,1,cloudy,0,sunny,0.9150985479354858,0,0.9150985479354858,0.0244826562702655,0.0301284790039062,0.0302903540432453
data/data/snowy/0907.jpg,3,snowy,0,sunny,0.9142085313796996,0,0.9142085313796996,0.0104103777557611,0.0310707353055477,0.0443103164434433
data/data/cloudy/c2758.jpg,1,cloudy,0,sunny,0.9126427173614502,0,0.9126427173614502,0.0245629362761974,0.027893453836441,0.0349009037017822
data/data/cloudy/c0532.jpg,1,cloudy,0,sunny,0.9122142791748048,0,0.9122142791748048,0.0098381051793694,0.0413321182131767,0.0366154611110687
data/data/rainy/rain17.jpg,2,rainy,1,cloudy,0.9116750359535216,0,0.006880510598421,0.9116750359535216,0.0416144207119941,0.0398301109671592
data/data/cloudy/c3976.jpg,1,cloudy,0,sunny,0.9108641743659972,0,0.9108641743659972,0.0241073705255985,0.0373759940266609,0.027652483433485
data/data/rainy/2220496273.jpg,2,rainy,3,snowy,0.9090327620506288,0,0.0029558558017015,0.0050487676635384,0.0829626396298408,0.9090327620506288
data/data/sunny/s2463.jpg,0,sunny,1,cloudy,0.908892810344696,0,0.0193834751844406,0.908892810344696,0.0323338285088539,0.0393898971378803
data/data/sunny/s4846.jpg,0,sunny,1,cloudy,0.9081098437309264,0,0.0092227235436439,0.9081098437309264,0.0420451313257217,0.0406222939491272
data/data/cloudy/cloudy weather-80.jpeg,1,cloudy,0,sunny,0.9074341654777528,0,0.9074341654777528,0.0383533015847206,0.0281017646193504,0.026110703125596
data/data/snowy/1132.jpg,3,snowy,2,rainy,0.9069679975509644,0,0.0059049851261079,0.0064141866751015,0.9069679975509644,0.0807128250598907
data/data/cloudy/cloudy day-80.jpeg,1,cloudy,0,sunny,0.9066531658172609,0,0.9066531658172609,0.0418559648096561,0.0268694572150707,0.0246214009821414
data/data/cloudy/c1221.jpg,1,cloudy,0,sunny,0.9056546688079834,0,0.9056546688079834,0.0167609099298715,0.0368070602416992,0.040777288377285
data/data/sunny/s2107.jpg,0,sunny,1,cloudy,0.9050561189651488,0,0.0234003253281116,0.9050561189651488,0.0355606824159622,0.0359828174114227
data/data/cloudy/5741.jpg,1,cloudy,0,sunny,0.9047013521194458,0,0.9047013521194458,0.0072217360138893,0.055884413421154,0.0321924909949302
data/data/cloudy/cloudy weather-109.jpeg,1,cloudy,0,sunny,0.904389262199402,0,0.904389262199402,0.0289678089320659,0.0307268369942903,0.0359160788357257
data/data/cloudy/c4219.jpg,1,cloudy,0,sunny,0.9040393829345704,0,0.9040393829345704,0.013771254569292,0.0479454696178436,0.0342438779771328
data/data/sunny/s0210.jpg,0,sunny,1,cloudy,0.9039525985717772,0,0.0209842287003994,0.9039525985717772,0.0391416139900684,0.0359215512871742
data/data/cloudy/785905.jpg,1,cloudy,2,rainy,0.903936803340912,0,0.0214826986193656,0.0541173890233039,0.903936803340912,0.020463103428483
data/data/cloudy/6850555.jpg,1,cloudy,0,sunny,0.9030138254165648,0,0.9030138254165648,0.0266766566783189,0.0362237319350242,0.0340857170522213
data/data/cloudy/c1971.jpg,1,cloudy,0,sunny,0.902288258075714,0,0.902288258075714,0.0340960696339607,0.0305076166987419,0.0331080257892608
data/data/rainy/1344.jpg,2,rainy,1,cloudy,0.9018240571022034,0,0.0078253019601106,0.9018240571022034,0.0468130521476268,0.0435375571250915
data/data/rainy/479605567.jpg,2,rainy,1,cloudy,0.9010958671569824,0,0.0111584393307566,0.9010958671569824,0.0530626028776168,0.0346831381320953
data/data/sunny/shine153.jpg,0,sunny,1,cloudy,0.9006983041763306,0,0.0228054616600275,0.9006983041763306,0.0392849147319793,0.0372112989425659
data/data/sunny/s4913.jpg,0,sunny,1,cloudy,0.8999690413475037,0,0.0175985265523195,0.8999690413475037,0.036499336361885,0.0459331274032592
data/data/cloudy/25692351.jpg,1,cloudy,0,sunny,0.8995530605316162,0,0.8995530605316162,0.0162722840905189,0.0397082455456256,0.0444665253162384
