image_path,label,label_name,source,source_class,width,height,md5
data/data/cloudy/3908024.jpg,1,cloudy,class_directory,cloudy,410,308,eb149530627a4e623e17333e08151c2e
data/data/cloudy/c3953.jpg,1,cloudy,class_directory,cloudy,200,200,1b480b466e4d92cdb80528c64ad0281a
data/data/cloudy/c3522.jpg,1,cloudy,class_directory,cloudy,200,200,645d312998bc4b41c6178e3bbafad245
data/data/sunny/s3634.jpg,0,sunny,class_directory,sunny,200,200,52c9005f2e25177a4017f402c868a37f
data/data/rainy/rain133.jpg,2,rainy,class_directory,rainy,800,542,c2943fbc577de57477b45015109354ce
data/data/sunny/25869129.jpg,0,sunny,class_directory,sunny,500,375,133fed5915dfa6f4728d444772ba81b7
data/data/cloudy/c0625.jpg,1,cloudy,class_directory,cloudy,200,200,f3c8d3b81b4352af977440d215de6b0b
data/data/sunny/s2154.jpg,0,sunny,class_directory,sunny,200,200,e0039f821a48e3b15323a74073e756dd
data/data/cloudy/cloudy day-115.jpeg,1,cloudy,class_directory,cloudy,474,305,abf402b85f88f873814cda834860bbae
data/data/cloudy/27953093.jpg,1,cloudy,class_directory,cloudy,500,375,d8f701b484939aee84fc10c4d2567d2c
data/data/cloudy/c3996.jpg,1,cloudy,class_directory,cloudy,200,200,84e6b8f0705c9ac4cb8e04e2bd62c2b1
data/data/cloudy/c0363.jpg,1,cloudy,class_directory,cloudy,200,200,5b42d31dc5a27560dcf5b81991dc5390
data/data/cloudy/c1046.jpg,1,cloudy,class_directory,cloudy,200,200,47bb309ce431a32cfcbe06db5994af95
data/data/cloudy/c0191.jpg,1,cloudy,class_directory,cloudy,200,200,66262fe00827eb0626dab94ab7044c15
data/data/rainy/1691.jpg,2,rainy,class_directory,rainy,400,299,e1bc4de85d0f12d2b28f630951dadafa
data/data/sunny/s3883.jpg,0,sunny,class_directory,sunny,200,200,4e65aeafcacc3dacc6705b48521348c1
data/data/sunny/s2862.jpg,0,sunny,class_directory,sunny,200,200,06001bc59e2420a6aa3891f099d32c11
data/data/sunny/s2749.jpg,0,sunny,class_directory,sunny,200,200,5586f48c5a5acaea7b8fb815b0a145ff
data/data/cloudy/c0364.jpg,1,cloudy,class_directory,cloudy,200,200,bd4187c3f20142e5626b682d17953a2b
data/data/cloudy/c4874.jpg,1,cloudy,class_directory,cloudy,200,200,c70d25d606999cd30d991575aa2af382
data/data/cloudy/c3650.jpg,1,cloudy,class_directory,cloudy,200,200,3ebb628391f1e9e1112618ba5e67215b
data/data/sunny/s0555.jpg,0,sunny,class_directory,sunny,200,200,f86f42bd76fb055706624dc892b5cfa8
data/data/snowy/3167043969.jpg,3,snowy,class_directory,snowy,500,375,cfa3549979f613215cc0883fa3fc41cf
data/data/cloudy/c1597.jpg,1,cloudy,class_directory,cloudy,200,200,c40f58af745bf844fff39c12fcfb3332
data/data/cloudy/c1111.jpg,1,cloudy,class_directory,cloudy,200,200,f1eb5b16425af381d9bf050acd206140
data/data/cloudy/c3744.jpg,1,cloudy,class_directory,cloudy,200,200,bf75e378eb85cc59666a6847af5f8d21
data/data/cloudy/c3749.jpg,1,cloudy,class_directory,cloudy,200,200,9a71a0e7adb33ee6b5f491bae2a0af09
data/data/sunny/s0595.jpg,0,sunny,class_directory,sunny,200,200,58a9e65288cd0c596e37371be5cbf50a
data/data/snowy/0880.jpg,3,snowy,class_directory,snowy,450,294,36f21bc5e678de6b03cf327fde83d963
data/data/snowy/1388.jpg,3,snowy,class_directory,snowy,930,618,3a39de18c938dce3358181169f23e729
data/data/cloudy/21025541.jpg,1,cloudy,class_directory,cloudy,500,375,f0a0be1d98650a194b76e42b303f06af
data/data/sunny/s1432.jpg,0,sunny,class_directory,sunny,200,200,6b223c8ac882124abb7f43df1d2f91f2
data/data/snowy/1374.jpg,3,snowy,class_directory,snowy,1024,684,24f2af5e09b0e0cc60fdd0e97dae9921
data/data/sunny/s103.jpg,0,sunny,class_directory,sunny,200,200,9c039befb1644b0a4ddc2a04c6b1a3d6
data/data/sunny/s2975.jpg,0,sunny,class_directory,sunny,200,200,e148becb51f2665f3d34e7bc6495b965
data/data/snowy/98626732.jpg,3,snowy,class_directory,snowy,500,375,2cb1dc3f7767821f0496dff9161e64d4
data/data/rainy/1259.jpg,2,rainy,class_directory,rainy,426,240,793cf49f6767bc99435f53d01b5bcc41
data/data/rainy/1659.jpg,2,rainy,class_directory,rainy,410,240,a46a4dc04886003af720a57578f4b217
data/data/rainy/rainy weather-144.jpeg,2,rainy,class_directory,rainy,474,474,5b48ff76e0e6161bb52358ad87d5cba6
data/data/cloudy/c2325.jpg,1,cloudy,class_directory,cloudy,200,200,ad5ec0af8fb1cd0c44799b30359342cc
data/data/rainy/rainy weather-28.jpeg,2,rainy,class_directory,rainy,474,355,da71b489409a1ba4152ac834014ed2d3
data/data/sunny/s1015.jpg,0,sunny,class_directory,sunny,200,200,8deaa2338e5f51b077393e9749ad929c
data/data/sunny/s2935.jpg,0,sunny,class_directory,sunny,200,200,5415d0043b2f405d5e5915fe8313e051
data/data/sunny/s3171.jpg,0,sunny,class_directory,sunny,200,200,38ac9aacf7fe8cbb33549b037e6ab871
data/data/rainy/2775393896.jpg,2,rainy,class_directory,rainy,333,500,2f7d1e519be4716e5cd279b46a387a3c
data/data/sunny/s0146.jpg,0,sunny,class_directory,sunny,200,200,28f21fe730f8676f2c1d813d03873b00
data/data/sunny/s1418.jpg,0,sunny,class_directory,sunny,200,200,d8a1453f9929d25bf06db1c99b922a0b
data/data/cloudy/c1138.jpg,1,cloudy,class_directory,cloudy,200,200,21725bab0a73e637d83e3ba8430a3751
data/data/sunny/s1139.jpg,0,sunny,class_directory,sunny,200,200,70898dc81592ea1bc9cf907bcd2e4295
data/data/rainy/1233.jpg,2,rainy,class_directory,rainy,388,240,88c6667dc44b0ef3ef7eaf43b9a145bb
data/data/cloudy/c4512.jpg,1,cloudy,class_directory,cloudy,200,200,97e4fe1e27cd0a07e42be450e79a08b1
data/data/rainy/rainy weather-88.jpeg,2,rainy,class_directory,rainy,474,316,6412cab782781cb57eb0d2fb446be03d
data/data/cloudy/19497802.jpg,1,cloudy,class_directory,cloudy,500,130,7b14065177c91c1a7d23a0b828d53eb5
data/data/sunny/s1151.jpg,0,sunny,class_directory,sunny,200,200,f78d13526bdb4258980791e433f66676
